"tree_id","Plate_Number","Well_Coordinates","Sample_Name_Plate","Species","person_key_GBS","Nodes_GBS","Plot_GBS","ID_sample_correct","Treatment","locality_key","plot","life_condition","X_coordinates_latitude","X_coordinates_longitude","X_coordinates_altitude","person_key","tree_number","photo_tree","tree_diameter_category","tree_heigth","tree_nodes","tree_health","ozone_damage_percentage","other_damages_percentage","other_damages_percentage.less_10","other_damages_percentage.10.40","other_damages_percentage.50","other_damages_percentage.50.70","other_damages_percentage.70.100","photo_health","bud","photo_bud","branch_nodes","nodes_with_leaves","photo_branch","cones","cone_sex","photo_cones","tree_exposition","surronding_vegetation.fir","surronding_vegetation.pine","surronding_vegetation.oak","surronding_vegetation.bush","surronding_vegetation.grass","surronding_vegetation.other","reforested","reforestation_code","tree_health_simplified","reforestation_year"
"I58","P1","F3","I58_N12P21","Abies religiosa","I","12","21","I58_N12P21","forest","CX",21,"alive","19.28687443","-99.30416632",3443,"I",58,"1608230681622.jpg","6_cm",4.2,12,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608230881949.jpg","closed","1608230930508.jpg",7,5,"1608231060841.jpg","no",NA,NA,"cover",0,1,0,1,1,0,"no",NA,"healthy",NA
"I6","P1","H1","I6_N5P6","Abies religiosa","I","5","6","I6_N05P06","forest","CX",6,"alive","19.29255364","-99.29898426",3495,"I",6,"1608058051149.jpg","1_cm",1.2,5,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608058257436.jpg","closed","1608058303064.jpg",4,3,"1608058418416.jpg","no",NA,NA,"cover",1,1,0,1,1,0,"no",NA,"ozone",NA
"I61","P2","D11","I61_N9P21","Abies religiosa","I","9","21","I61_N09P21","forest","CX",21,"alive","19.28693179","-99.30426254",3460,"I",61,"1608232742218.jpg","6_cm",6,9,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608232828387.jpg","closed","1608232858305.jpg",6,5,"1608232905345.jpg","no",NA,NA,"exposed",0,0,0,1,1,0,"no",NA,"ozone",NA
"I65","P3","D1","I65_N23P24","Abies religiosa","I","23","24","I65_N23P24","forest","CX",24,"alive","19.30196917","-99.29249105",3152,"I",65,"1608309761850.jpg","30_cm",12,23,"ozone drougth other","10 to 40%",NA,NA,NA,NA,NA,NA,"1608309925479.jpg","closed","1608310001166.jpg",18,4,"1608310232396.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"no",NA,"ozone_and_other",NA
"I71","P1","C11","I71_NNAP25","Abies religiosa","I",NA,"25","I71_NNAP25","forest","CX",25,"alive","19.30678071","-99.29122205",3006,"I",71,"1608318973181.jpg","40_cm",22,NA,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608319136211.jpg","closed","1608319190992.jpg",18,4,"1608319252701.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"no",NA,"ozone",NA
"I74","P1","A2","I74_N14P29","Abies religiosa","I","14","29","I74_N14P29","forest","CX",29,"alive","19.30223869","-99.29844708",3360,"I",74,"1608397888621.jpg","2_cm",4.2,14,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608398024157.jpg","closed","1608398079034.jpg",7,5,"1608398156456.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"healthy",NA
"I79","P2","D5","I79_N11P29","Abies religiosa","I","11","29","I79_N11P29","forest","CX",29,"alive","19.30231319","-99.29835824",3311,"I",79,"1608401101933.jpg","6_cm",3,11,"ozone fungi other","less than 10%",NA,NA,NA,NA,NA,NA,"1608401224546.jpg","closed","1608401284905.jpg",7,5,"1608401370467.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone_and_other",NA
"I8","P1","E3","I8_N5P6","Abies religiosa","I","5","6","I8_N05P06","forest","CX",6,"alive","19.2924909","-99.29902653",3481,"I",8,"1608059667080.jpg","1_cm",1,5,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608059844849.jpg","closed","1608059907185.jpg",3,3,"1608059968733.jpg","no",NA,NA,"cover",1,1,0,1,1,1,"no",NA,"ozone",NA
"I81","P2","G1","I81_N13P29","Abies religiosa","I","13","29","I81_N13P29","forest","CX",29,"alive","19.30225752","-99.29839558",3394,"I",81,"1608402736046.jpg","10_cm",8.5,13,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608402837783.jpg","closed","1608402866544.jpg",10,6,"1608402921478.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"I83","P3","G3","I83_N09P31","Abies religiosa","I","9","31","I83_N09P31","forest","CX",31,"alive","19.29834543","-99.29947498",3433,"I",83,"1608405009026.jpg","6_cm",3.5,9,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608405127274.jpg","closed","1608405151386.jpg",5,4,"1608405198736.jpg","no",NA,NA,"exposed",0,0,0,1,1,0,"yes","NP","ozone","NP"
"I93","P3","G11","I93_N05P31","Abies religiosa","I","5","31","I93_N05P31","forest","CX",31,"alive","19.29840408","-99.29964044",3420,"I",93,"1608409507247.jpg","0.5_cm",0.4,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608409623738.jpg","closed","1608409648659.jpg",3,3,"1608409694861.jpg","no",NA,NA,"cover",0,0,0,1,1,1,"no",NA,"healthy",NA
"I96","P4","G11","I96_N10P34","Abies religiosa","I","10","34","I96_N10P34","forest","PN",34,"alive","19.2952904","-99.31956802",3100,"I",96,"1608482828538.jpg","6_cm",5,10,"ozone drougth","10 to 40%",NA,NA,NA,NA,NA,NA,"1608482993437.jpg","closed","1608483037562.jpg",7,4,"1608483107068.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone_and_other",NA
"I97","P1","C1","I97_N11P34","Abies religiosa","I","11","34","I97_N11P34","forest","PN",34,"alive","19.29532239","-99.31949309",3108,"I",97,"1608483341613.jpg","10_cm",7,11,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608483483729.jpg","closed","1608483504196.jpg",8,4,"1608483561092.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"yes","NP","ozone","NP"
"J11","P2","H7","J11_N5P4","Abies religiosa","J","5","4","J11_N05P04","forest","CX",4,"alive","19.2924107","-99.29936",3423,"J",11,"1608057586504.jpg","2_cm",3,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608057676176.jpg","closed","1608057703220.jpg",5,4,"1608057748140.jpg","no",NA,NA,"cover",0,0,0,1,1,0,"yes","2013","healthy","2013"
"J136","P2","G2","J136_NNAP46","Abies religiosa","J",NA,"46","J136_NNAP46","forest","CX",46,"alive","19.2923831","-99.2954919",3474,"J",136,"1610735455915.jpg","40_cm",22,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610735507775.jpg","closed","1610735529817.jpg",8,4,"1610735598369.jpg","yes","female","1610735667631.jpg","exposed",1,1,0,1,1,1,"no",NA,"healthy",NA
"J33","P3","C10","J33_N04P10","Abies religiosa","J","4","10","J33_N04P10","forest","CX",10,"alive","19.290443","-99.3062729",3478,"J",33,"1608144615700.jpg","1_cm",1.25,4,"ozone other","10 to 40%",NA,NA,NA,NA,NA,NA,"1608144659594.jpg","closed","1608144675275.jpg",4,3,"1608144733463.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone_and_other",NA
"J35","P4","F6","J35_N05P10","Abies religiosa","J","5","10","J35_N05P10","forest","CX",10,"alive","19.2904249","-99.3063016",3483,"J",35,"1608145806150.jpg","1_cm",0.95,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608145846188.jpg","closed","1608145862140.jpg",5,4,"1608145892054.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"healthy",NA
"J53","P1","C9","J53_N4P13","Abies religiosa","J","4","13","J53_N04P13","forest","CX",13,"alive","19.2919973","-99.3065399",3455,"J",53,"1608159093103.jpg","2_cm",1.2,4,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608159122309.jpg","closed","1608159137086.jpg",3,3,"1608159167322.jpg","no",NA,NA,"exposed",1,1,0,1,1,1,"yes","2015","healthy","2015"
"J57","P2","H3","J57_N6P13","Abies religiosa","J","6","13","J57_N06P13","forest","CX",13,"alive","19.2919919","-99.3065853",3468,"J",57,"1608160274932.jpg","6_cm",3.5,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608160313848.jpg","closed","1608160327204.jpg",3,3,"1608160345214.jpg","no",NA,NA,"cover",1,1,0,1,1,1,"yes","2015","healthy","2015"
"J62","P3","F10","J62_NNAP18","Abies religiosa","J",NA,"18","J62_NNAP18","forest","CX",18,"alive","19.2854955","-99.3021737",3458,"J",62,"1608222812249.jpg","30_cm",15,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608222838495.jpg","closed","1608222869964.jpg",9,7,"1608222918182.jpg","no",NA,NA,"exposed",1,1,0,1,1,1,"no",NA,"healthy",NA
"J71","P2","E2","J71_N8P19","Abies religiosa","J","8","19","J71_N08P19","forest","CX",19,"alive","19.2865696","-99.3047394",3438,"J",71,"1608231210320.jpg","10_cm",9,8,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608231274649.jpg","closed","1608231294863.jpg",10,7,"1608231346334.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"J75","P4","D11","J75_N06P20","Abies religiosa","J","6","20","J75_N06P20","forest","CX",20,"alive","19.2867989","-99.3046974",3449,"J",75,"1608233788757.jpg","6_cm",7,6,"ozone other","less than 10%",NA,NA,NA,NA,NA,NA,"1608233838010.jpg","closed","1608233875444.jpg",2,2,"1608233910261.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone_and_other",NA
"J81","P3","G5","J81_N03P27","Abies religiosa","J","3","27","J81_N03P27","forest","CX",27,"alive","19.3076933","-99.2910186",3018,"J",81,"1608315910505.jpg","0.5_cm",0.7,3,"other",NA,"less_10",1,0,0,0,0,"1608315957794.jpg","closed","1608315977356.jpg",4,3,"1608315997089.jpg","no",NA,NA,"cover",1,0,1,1,1,1,"yes","2016","other","2016"
"J89","P1","B3","J89_NNAP28","Abies religiosa","J",NA,"28","J89_NNAP28","forest","CX",28,"alive","19.3018289","-99.2977717",3335,"J",89,"1608396467637.jpg","40_cm",30,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608396554553.jpg","closed","1608396572995.jpg",15,8,"1608396872610.jpg","not_sure",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"J90","P3","A6","J90_NNAP28","Abies religiosa","J",NA,"28","J90_NNAP28","forest","CX",28,"alive","19.3018375","-99.297833",3324,"J",90,"1608397124090.jpg","40_cm",28,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608397162764.jpg","closed","1608397198048.jpg",5,4,"1608397219733.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"J91","P1","E2","J91_NNAP28","Abies religiosa","J",NA,"28","J91_NNAP28","forest","CX",28,"alive","19.3017785","-99.2978087",3335,"J",91,"1608397871403.jpg","40_cm",18,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608397912086.jpg","closed","1608397930672.jpg",5,3,"1608397963736.jpg","not_sure",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone",NA
"J92","P1","G11","J92_NNAP28","Abies religiosa","J",NA,"28","J92_NNAP28","forest","CX",28,"alive","19.3018669","-99.2976738",3347,"J",92,"1608398442992.jpg","40_cm",25,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608398490962.jpg","closed","1608398511751.jpg",6,5,"1608398541811.jpg","not_sure",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"K1","P2","F7","K1_N8P3","Abies religiosa","K","8","3","K1_N08P03","forest","CX",3,"alive","19.2904802","-99.2993526",3489.2,"K",1,"1608049218090.jpg","6_cm",3.5,8,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608049311435.jpg","closed","1608049337684.jpg",4,4,"1608049389842.jpg","no",NA,NA,"cover",0,1,0,0,0,0,"yes","2013","ozone","2013"
"K10","P2","C8","K10_N3P3","Abies religiosa","K","3","3","K10_N03P03","forest","CX",3,"alive","19.2905661","-99.2993121",3499.6,"K",10,"1608053490446.jpg","1_cm",0.6,3,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608053533518.jpg","closed","1608053556169.jpg",2,2,"1608053612562.jpg","no",NA,NA,"exposed",1,1,0,0,1,0,"no",NA,"healthy",NA
"K100","P2","H6","K100_N12P33","Abies religiosa","K","12","33","K100_N12P33","forest","CX",33,"alive","19.2987685","-99.2994801",3428.8,"K",100,"1608406544360.jpg","10_cm",8,12,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608406590648.jpg","closed","1608406612485.jpg",9,7,"1608406658447.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K103","P1","A5","K103_N14P33","Abies religiosa","K","14","33","K103_N14P33","forest","CX",33,"alive","19.2988132","-99.2993533",3422,"K",103,"1608407848989.jpg","30_cm",11,14,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608407897322.jpg","closed","1608407961216.jpg",10,9,"1608408002472.jpg","no",NA,NA,"exposed",0,0,0,0,0,1,"no",NA,"healthy",NA
"K104","P4","D2","K104_N03P42","Abies religiosa","K","3","42","K104_N03P42","forest","PN",42,"alive","19.275495","-99.3072183",3423.6,"K",104,"1608568120345.jpg","0.5_cm",0.5,3,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608568157671.jpg","open","1608568175441.jpg",2,2,"1608568199936.jpg","no",NA,NA,"cover",0,0,0,0,0,1,"no",NA,"healthy",NA
"K11","P1","A7","K11_N4P1","Abies religiosa","K","4","1","K11_N04P01","forest","CX",1,"alive","19.2902528","-99.2992336",3495.8,"K",11,"1608055271866.jpg","1_cm",0.7,4,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608055314340.jpg","closed","1608055349227.jpg",2,2,"1608055382159.jpg","no",NA,NA,"exposed",0,1,0,0,1,0,"no",NA,"healthy",NA
"K118","P3","C9","K118_NNAP45","Abies religiosa","K",NA,"45","K118_NNAP45","forest","PN",45,"alive","19.2890461","-99.3162067",3168.7,"K",118,"1608580125175.jpg","40_cm",18,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608580194178.jpg","closed","1608580213363.jpg",9,6,"1608580252255.jpg","no",NA,NA,"exposed",0,0,0,0,0,1,"no",NA,"healthy",NA
"K11r","P1","H6","K11r_N4P1","Abies religiosa","K","4","1","K11r_N04P01","forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K121","P1","H3","K121_N11P47","Abies religiosa","K","11","47","K121_N11P47","forest","CX",47,"alive","19.2923851","-99.2952931",3503,"K",121,"1610732684771.jpg","10_cm",4,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610732769344.jpg","closed","1610732797600.jpg",7,7,"1610732839876.jpg","no",NA,NA,"cover",0,0,0,0,1,0,"no",NA,"healthy",NA
"K122","P1","E10","K122_N10P47","Abies religiosa","K","10","47","K122_N10P47","forest","CX",47,"alive","19.2924185","-99.2952587",3475,"K",122,"1610733332610.jpg","10_cm",4.5,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610733426352.jpg","closed","1610733455421.jpg",8,8,"1610733523857.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"healthy",NA
"K124","P2","D2","K124_N13P48","Abies religiosa","K","13","48","K124_N13P48","forest","CX",48,"alive","19.2926312","-99.2949485",3483.7,"K",124,"1610734588494.jpg","10_cm",4,13,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610734632462.jpg","closed","1610734648406.jpg",8,7,"1610734682992.jpg","no",NA,NA,"cover",0,0,0,0,1,0,"no",NA,"healthy",NA
"K125","P2","A4","K125_N11P48","Abies religiosa","K","11","48","K125_N11P48","forest","CX",48,"alive","19.2926483","-99.2950032",3482.8,"K",125,"1610735404266.jpg","10_cm",4,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610735438431.jpg","open","1610735454361.jpg",6,6,"1610735487683.jpg","no",NA,NA,"cover",0,0,0,0,1,0,"no",NA,"healthy",NA
"K14","P1","F8","K14_NNAP5","Abies religiosa","K",NA,"5","K14_NNAP05","forest","CX",5,"alive","19.2927789","-99.2992912",3485.1,"K",14,"1608058030948.jpg","40_cm",17,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608058095188.jpg","open","1608058125790.jpg",5,4,"1608058196673.jpg","not_sure",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"K23","P2","H4","K23_N8P5","Abies religiosa","K","8","5","K23_N08P05","forest","CX",5,"alive","19.2927085","-99.2992139",3499.8,"K",23,"1608062532439.jpg","6_cm",3,8,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608062589893.jpg","closed","1608062610299.jpg",4,4,"1608062639296.jpg","no",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"K25","P2","E6","K25_N15P5","Abies religiosa","K","15","5","K25_N15P05","forest","CX",5,"alive","19.2926382","-99.2993499",3498.9,"K",25,"1608063445742.jpg","30_cm",13,15,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608063520785.jpg","closed","1608063540187.jpg",9,6,"1608063575119.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"K29","P2","F10","K29_N7P8","Abies religiosa","K","7","8","K29_N07P08","forest","CX",8,"alive","19.2903424","-99.3031793",3513.4,"K",29,"1608137144013.jpg","2_cm",2.5,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608137189712.jpg","closed","1608137205334.jpg",4,4,"1608137234497.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"healthy",NA
"K3","P3","A11","K3_N08P03","Abies religiosa","K","8","3","K3_N08P03","forest","CX",3,"alive","19.2904381","-99.299344",3514.2,"K",3,"1608050369047.jpg","6_cm",3,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608050480761.jpg","closed","1608050505014.jpg",4,4,"1608050543740.jpg","no",NA,NA,"cover",0,1,0,0,0,0,"yes","2013","healthy","2013"
"K30","P4","H3","K30_N11P08","Abies religiosa","K","11","8","K30_N11P08","forest","CX",8,"alive","19.2903958","-99.3029892",3513.9,"K",30,"1608137510285.jpg","10_cm",5,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608137580696.jpg","closed","1608137602851.jpg",8,8,"1608137649199.jpg","no",NA,NA,"cover",0,1,0,0,0,0,"no",NA,"healthy",NA
"K41","P1","G5","K41_N14P11","Abies religiosa","K","14","11","K41_N14P11","forest","CX",11,"alive","19.2907983","-99.3066647",3475,"K",41,"1608146546431.jpg","30_cm",9,14,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608146609149.jpg","closed","1608146628144.jpg",9,7,"1608146721758.jpg","no",NA,NA,"exposed",0,0,0,0,0,1,"no",NA,"ozone",NA
"K45","P2","D7","K45_NNAP11","Abies religiosa","K",NA,"11","K45_NNAP11","forest","CX",11,"alive","19.2908864","-99.3066622",3487.3,"K",45,"1608146948107.jpg","40_cm",35,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608146991109.jpg","closed","1608147034320.jpg",10,7,"1608147094802.jpg","yes","female","1608147147234.jpg","exposed",0,0,0,0,0,1,"no",NA,"healthy",NA
"K49","P1","D6","K49_N13P11","Abies religiosa","K","13","11","K49_N13P11","forest","CX",11,"alive","19.2907147","-99.3067021",3500.3,"K",49,"1608150806385.jpg","10_cm",8,13,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608150863464.jpg","closed","1608150886839.jpg",9,8,"1608150947756.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"K51","P1","D5","K51_N14P11","Abies religiosa","K","14","11","K51_N14P11","forest","CX",11,"alive","19.2906995","-99.3066076",3490.7,"K",51,"1608151804626.jpg","10_cm",9,14,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608151852479.jpg","closed","1608151885741.jpg",10,8,"1608151911992.jpg","no",NA,NA,"exposed",1,0,0,0,0,1,"no",NA,"healthy",NA
"K52","P1","A11","K52_N11P11","Abies religiosa","K","11","11","K52_N11P11","forest","CX",11,"alive","19.2906898","-99.3066378",3492.7,"K",52,"1608152379524.jpg","10_cm",6,11,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608152436518.jpg","closed","1608152478391.jpg",9,8,"1608152505500.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"K56","P1","D11","K56_N16P15","Abies religiosa","K","16","15","K56_N16P15","forest","CX",15,"alive","19.2931952","-99.3069188",3464.5,"K",56,"1608158555640.jpg","30_cm",10,16,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608158599745.jpg","closed","1608158632202.jpg",10,9,"1608158687911.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"healthy",NA
"K6","P2","B3","K6_N3P3","Abies religiosa","K","3","3","K6_N03P03","forest","CX",3,"alive","19.2905544","-99.2993487",3505.4,"K",6,"1608051743103.jpg","2_cm",0.8,3,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608051787560.jpg","closed","1608051809483.jpg",2,2,"1608051841285.jpg","no",NA,NA,"exposed",1,1,0,0,1,0,"no",NA,"ozone",NA
"K62","P4","E7","K62_N09P17","Abies religiosa","K","9","17","K62_N09P17","forest","CX",17,"alive","19.2850748","-99.3019593",3491.3,"K",62,"1608223801947.jpg","10_cm",5,9,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608223865358.jpg","closed","1608223882944.jpg",7,6,"1608223928043.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"K63","P1","D12","K63_N7P17","Abies religiosa","K","7","17","K63_N07P17","forest","CX",17,"alive","19.2850612","-99.301919",3484.2,"K",63,"1608224271234.jpg","10_cm",5,7,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608224328603.jpg","closed","1608224346575.jpg",6,6,"1608224388496.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"K69","P1","C4","K69_N10P20","Abies religiosa","K","10","20","K69_N10P20","forest","CX",20,"alive","19.2867195","-99.3047576",3477.3,"K",69,"1608232881195.jpg","6_cm",4,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608232929629.jpg","open","1608232948458.jpg",7,5,"1608232980253.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K7","P4","F5","K7_N03P03","Abies religiosa","K","3","3","K7_N03P03","forest","CX",3,"alive","19.2905396","-99.2992864",3506.9,"K",7,"1608052216992.jpg","1_cm",0.6,3,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608052271924.jpg","closed","1608052289950.jpg",2,2,"1608052316962.jpg","no",NA,NA,"exposed",1,1,0,0,1,0,"no",NA,"healthy",NA
"K70","P2","C10","K70_N9P20","Abies religiosa","K","9","20","K70_N09P20","forest","CX",20,"alive","19.2867904","-99.3047826",3477.1,"K",70,"1608233234504.jpg","6_cm",5,9,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608233275533.jpg","open","1608233295086.jpg",8,7,"1608233325049.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K71","P2","D12","K71_N12P20","Abies religiosa","K","12","20","K71_N12P20","forest","CX",20,"alive","19.2869069","-99.3046952",3472.7,"K",71,"1608233913943.jpg","10_cm",8,12,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608233951163.jpg","open","1608233979223.jpg",6,4,"1608234012814.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K72","P4","A2","K72_N06P20","Abies religiosa","K","6","20","K72_N06P20","forest","CX",20,"alive","19.2868131","-99.3046374",3472.3,"K",72,"1608234174847.jpg","6_cm",6,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608234235198.jpg","open","1608234258221.jpg",6,5,"1608234282902.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K74","P4","C4","K74_NNAP23","Abies religiosa","K",NA,"23","K74_NNAP23","forest","CX",23,"alive","19.3020521","-99.2921064",3177.8,"K",74,"1608310525449.jpg","30_cm",30,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608310558728.jpg","open","1608310584693.jpg",12,6,"1608310624139.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K78","P3","E9","K78_N05P26","Abies religiosa","K","5","26","K78_N05P26","forest","CX",26,"alive","19.3075604","-99.2906852",3071.2,"K",78,"1608315655610.jpg","1_cm",1.3,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608315690387.jpg","closed","1608315709831.jpg",4,4,"1608315735604.jpg","no",NA,NA,"exposed",0,0,0,0,0,1,"yes","2016","healthy","2016"
"K88","P1","E9","K88_N4P30","Abies religiosa","K","4","30","K88_N04P30","forest","CX",30,"alive","19.3017805","-99.2982338",3394.5,"K",88,"1608398910234.jpg","1_cm",0.7,4,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608398956330.jpg","closed","1608398978203.jpg",2,2,"1608399021961.jpg","no",NA,NA,"exposed",0,0,0,0,0,1,"no",NA,"healthy",NA
"K94","P3","C5","K94_N08P29","Abies religiosa","K","8","29","K94_N08P29","forest","CX",29,"alive","19.3021534","-99.298386",3369.8,"K",94,"1608401924854.jpg","2_cm",2,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608401967390.jpg","open","1608401984598.jpg",7,5,"1608402025562.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"K96","P1","B4","K96_N13P33","Abies religiosa","K","13","33","K96_N13P33","forest","CX",33,"alive","19.2988868","-99.2994267",3431.8,"K",96,"1608405276356.jpg","10_cm",7,13,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608405312564.jpg","closed","1608405339060.jpg",8,7,"1608405408669.jpg","no",NA,NA,"exposed",0,0,0,0,0,1,"no",NA,"healthy",NA
"K98","P2","B2","K98_N12P33","Abies religiosa","K","12","33","K98_N12P33","forest","CX",33,"alive","19.2988165","-99.2993788",3429.1,"K",98,"1608405929014.jpg","10_cm",8,12,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608405968368.jpg","closed","1608405994450.jpg",8,7,"1608406022889.jpg","no",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"K99","P1","E1","K99_N10P33","Abies religiosa","K","10","33","K99_N10P33","forest","CX",33,"alive","19.2987992","-99.2994742",3429,"K",99,"1608406243494.jpg","30_cm",7,10,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608406288833.jpg","closed","1608406305097.jpg",8,7,"1608406331241.jpg","no",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"L101","P2","B4","L101_N5P41","Abies religiosa","L","5","41","L101_N05P41","forest","PN",41,"alive","19.2749853","-99.3080703",3417,"L",101,"1608568667215.jpg","2_cm",1.4,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608568754531.jpg","closed","1608568777242.jpg",5,3,"1608568805690.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"no",NA,"healthy",NA
